file_name,f0_mean,f0_std,centroid_mean,zcr_mean,gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
13858912309347856241.wav,138.661,23.901,882.556,0.069,male,99.158,-8.339,33.695,8.844,-3.471,-0.993,-8.519,0.348,0.482,0.264,-1.487,-0.485,-0.066,-3.797,-0.209,-2.824,-3.508,0.115,-2.073
219366487338215023.wav,148.094,28.307,700.775,0.047,male,87.734,8.76,22.57,9.68,-3.437,0.637,-6.298,-2.902,3.225,-1.936,-3.753,0.458,-0.492,-2.949,0.203,1.166,-0.383,0.259,-1.447
13993844518842387564.wav,219.064,49.621,629.146,0.047,female,97.604,5.896,16.264,1.799,-5.214,-0.792,-11.222,-12.416,-7.499,-8.609,-9.878,-2.62,-3.804,-6.379,-2.035,-4.514,-4.399,-4.892,-7.336
1432498139153016462.wav,176.657,55.162,852.026,0.083,male,103.07,-13.745,-3.854,4.741,-7.698,-6.496,-6.215,-8.178,-2.863,0.235,-5.927,-2.106,1.655,-4.142,-1.747,-0.093,-3.271,-1.746,-1.092
4213533039025782927.wav,154.922,34.781,738.756,0.059,male,84.238,10.638,15.578,7.537,-3.278,3.641,-2.373,-9.565,-1.361,2.014,-3.506,-1.983,0.073,-1.48,-0.582,-0.342,-1.621,-0.689,-0.821
12028765083576242625.wav,222.611,60.084,934.153,0.074,female,92.932,-18.363,19.3,1.526,-10.84,-0.37,-7.532,-0.986,-1.932,-8.673,-1.941,-3.739,-9.802,-4.091,-5.032,-7.255,-3.654,-5.038,-3.431
1537192577495399969.wav,136.669,26.136,681.044,0.052,male,114.234,-3.873,17.643,6.205,-1.238,4.131,-4.428,-0.734,-0.096,-1.904,0.388,1.082,-0.665,-2.845,-0.408,-0.465,-2.082,0.044,-1.83
Voice158.wav,157.451,36.997,911.228,0.058,male,71.587,-9.43,22.277,6.601,-3.033,4.177,-0.373,-2.006,-1.935,0.508,-3.415,-1.404,0.498,-3.868,-2.468,-3.232,-4.063,-2.484,-2.726
12226026918791533338.wav,149.42,66.329,884.258,0.073,male,95.779,-8.181,23.464,4.62,-10.479,-0.924,-1.241,-0.78,1.106,-1.734,-2.231,0.96,-2.449,-3.594,-1.388,-1.175,-1.21,0.144,0.78
Voice981.wav,203.431,61.416,813.371,0.053,female,81.032,-1.785,25.042,13.014,-0.529,-0.746,-9.302,-4.382,-4.034,-5.434,-1.134,-4.106,-8.947,-5.252,-3.158,-5.232,-2.375,-3.725,-5.312
17616001057986841609.wav,224.247,40.087,727.024,0.058,female,105.396,-11.77,14.653,0.273,-20.13,-4.01,-9.396,-14.444,-6.408,-8.713,-6.783,1.272,-6.128,-7.97,-1.981,-5.39,-5.654,-4.562,-5.884
5644008299580410692.wav,147.694,49.805,796.243,0.069,male,66.908,12.767,10.305,1.704,-1.721,1.42,-1.966,-3.12,-2.366,-0.998,-2.431,-1.449,1.937,-0.584,-1.428,0.17,-1.733,-1.68,-0.5
Voice97.wav,164.488,37.979,821.826,0.061,male,82.062,-8.892,27.042,12.844,-4.147,4.672,-0.34,-3.53,-3.657,-2.738,-4.589,-2.7,-1.216,-4.926,-1.505,-1.901,-4.443,-1.24,-3.728
3591956947758728497.wav,147.801,31.768,598.722,0.046,male,95.658,17.807,7.25,3.042,-0.048,2.7,-5.469,-5.92,3.498,1.458,-4.734,-0.465,2.593,-1.28,-1.385,-0.553,-2.603,-2.086,-1.305
13546084993013185210.wav,160.315,42.565,922.051,0.07,female,87.286,-1.484,23.261,-4.951,0.136,2.576,-7.245,-3.715,-1.392,-2.39,-5.084,1.289,-1.147,-2.213,-0.44,-1.6,-0.196,-2.837,-2.141
14176759315770921867.wav,167.24,45.093,875.975,0.085,male,99.159,-15.088,-3.651,1.351,-13.228,-2.278,-3.903,-8.626,-0.546,-1.378,-3.776,1.275,1.985,-1.281,-1.732,-1.552,-2.83,-2.751,-1.211
Voice67.wav,184.802,32.113,781.148,0.055,male,92.665,-4.928,28.706,7.829,-7.492,3.672,-4.889,-6.723,-3.902,-3.716,-6.013,-2.935,-1.584,-6.096,-2.552,-2.544,-5.067,-2.434,-4.206
8304749910556761245.wav,138.475,44.876,889.8,0.077,male,90.753,-1.484,14.343,-0.123,-2.34,2.213,-2.638,-4.142,-1.724,2.029,-2.837,-0.495,3.379,-1.654,-0.577,0.382,-1.446,-0.221,-0.614
18146035214052679876.wav,191.897,53.015,926.257,0.07,female,87.823,-7.311,7.972,-4.298,-2.754,-0.695,-5.079,-2.315,-0.789,-3.739,-2.926,-0.318,-4.132,-3.208,-4.119,-4.269,-3.191,-4.458,-3.096
13452298789818935668.wav,138.92,22.119,702.155,0.046,male,107.106,-6.931,32.368,10.998,-1.046,4.875,-5.849,-1.079,0.839,0.833,-0.292,-1.432,0.086,-1.867,-1.392,0.575,0.875,1.176,-1.013
9185923316058460035.wav,168.105,44.982,1009.916,0.078,female,83.026,-8.216,34.937,2.718,-4.903,-3.094,-1.456,-1.988,-4.193,-4.758,-5.394,1.472,-4.005,-2.397,-1.646,-3.748,1.185,-2.359,-3.01
Voice567.wav,215.198,61.059,914.808,0.072,female,83.767,-11.654,24.489,9.76,-1.868,-0.989,-10.6,-4.268,-0.145,-7.163,-6.525,-2.661,-6.448,-2.722,-4.165,-9.482,-5.004,-5.285,-4.356
12929616128246121725.wav,160.089,50.043,833.127,0.072,male,89.747,-1.698,4.298,3.63,-5.05,-0.278,-4.241,-6.81,-1.247,0.18,-1.943,0.924,1.921,-1.583,-1.919,-1.388,-1.333,-1.694,-3.396
15801288228112866132.wav,154.536,38.11,854.344,0.077,male,104.141,-9.53,11.667,12.326,-11.369,-7.145,-0.083,-2.77,-4.757,0.297,1.448,1.905,1.783,-2.866,0.541,1.304,-3.823,-1.665,-1.992
3126702099351489701.wav,150.713,31.098,791.702,0.07,male,100.443,1.535,7.719,3.476,-7.089,1.091,-2.726,-7.732,-1.922,1.632,-1.465,0.427,2.767,-0.911,-1.528,-1.301,-1.947,-1.721,-3.464
Voice936.wav,206.64,55.231,921.033,0.067,female,93.919,-17.398,25.097,12.449,-1.658,-0.868,-12.625,-5.619,1.337,-6.284,-4.628,-2.709,-10.507,-4.941,-1.507,-4.987,-2.925,-4.233,-5.497
Voice673.wav,193.924,43.203,871.578,0.068,female,95.255,-13.681,26.656,11.448,-7.922,-3.705,-8.483,-3.705,0.703,-2.214,-2.46,-0.02,-6.064,-6.577,-1.873,-5.125,-5.54,-5.588,-5.435
14452036730844831311.wav,137.875,19.346,770.308,0.051,male,114.762,-12.827,29.257,1.795,-1.831,3.391,-5.716,1.223,-1.427,3.043,-1.363,-1.366,1.84,-4.293,0.854,-0.467,-2.733,1.159,-1.123
791946023762289368.wav,128.166,20.116,701.599,0.045,male,114.372,-11.309,33.992,7.51,0.075,2.159,-3.895,3.417,0.255,2.802,-3.181,-1.109,0.955,-5.766,0.745,0.615,-2.219,0.816,-0.649
17590365513171734754.wav,154.52,52.49,1080.445,0.097,female,74.889,-3.626,19.62,-4.536,-1.461,1.539,-4.0,-2.806,-3.378,-6.356,-2.863,2.738,-3.958,-1.618,-0.443,-2.229,-0.528,-2.74,-1.139
9509612040778314314.wav,136.885,46.12,947.173,0.078,male,95.416,-8.381,27.0,-1.713,-8.642,0.501,-4.139,-2.699,-1.689,-0.614,-2.36,-0.384,1.745,-2.143,-1.703,-0.094,-0.254,-0.453,-0.079
14636151548221032412.wav,222.584,61.01,948.127,0.076,female,88.553,-13.566,23.245,0.083,-12.51,-1.446,-7.249,-2.635,-4.176,-7.415,-0.977,-4.086,-8.254,-2.317,-4.885,-6.099,-2.843,-5.772,-4.031
11513819435733723361.wav,159.873,49.018,973.3,0.079,female,86.324,-4.596,27.416,-1.691,-5.525,-1.633,-0.264,-3.867,-1.603,-4.616,-5.866,1.918,-6.179,-1.65,-0.927,-2.1,1.153,-2.509,-0.648
5885098388316337445.wav,137.373,22.88,727.961,0.05,male,105.937,-4.44,28.334,12.451,1.399,3.601,-5.895,-0.817,1.445,-0.727,-0.726,1.421,-0.387,-2.698,-1.009,-1.269,-0.077,1.965,-0.201
14417051018855683212.wav,150.865,21.753,719.502,0.052,male,103.536,-2.888,27.33,11.097,-5.047,-1.886,-4.706,0.903,0.273,-2.109,-3.851,-0.756,0.85,-2.296,-0.663,-1.31,-0.768,0.744,-1.227
5526074767720062042.wav,170.168,80.863,936.144,0.088,male,84.943,-13.046,3.859,9.626,-7.501,-6.854,-4.958,-7.276,-7.027,-3.599,-4.123,-3.771,0.299,-0.504,-1.642,-0.023,-0.959,-1.536,-0.161
17955249983843543643.wav,172.548,60.099,929.929,0.083,male,90.542,-16.319,4.852,1.183,-11.159,-4.269,-7.824,-7.622,-1.101,1.117,-3.641,-1.56,0.522,-5.823,-2.93,0.767,-2.08,-0.711,-0.337
8131614036673515768.wav,173.184,67.547,1074.224,0.103,male,84.753,-22.051,11.571,2.045,-15.528,-0.894,-4.242,-7.082,-4.384,-2.2,-1.59,-2.056,0.168,-1.751,-1.655,0.008,-2.717,-2.012,-0.421
5529948160010957975.wav,139.256,26.079,875.478,0.065,male,104.329,-10.09,29.328,-4.935,0.302,6.798,-8.372,1.884,1.725,-0.626,-0.245,0.586,-1.76,-2.834,0.231,-2.034,-2.765,-0.841,-1.485
9878662236038160815.wav,133.314,22.981,763.726,0.054,male,118.184,-16.873,26.516,6.269,3.624,3.077,-7.249,3.827,-0.903,0.288,-1.641,-1.896,0.661,-5.217,-0.97,0.43,-1.121,0.767,-0.485
Voice658.wav,194.718,38.214,710.839,0.054,female,96.05,-2.706,22.163,16.224,-5.313,-3.135,-7.265,-4.687,0.519,-5.56,-6.264,-4.314,-5.951,-1.32,-3.25,-9.601,-4.578,-1.354,-4.434
10744311055579782554.wav,138.496,25.115,829.046,0.063,male,112.036,-14.309,23.938,3.05,0.048,3.14,-3.44,2.73,-1.269,2.13,0.751,-0.723,1.05,-3.86,1.122,0.928,-3.281,0.357,-0.39
14740933753690010287.wav,159.529,51.93,978.445,0.087,female,84.082,-4.558,14.317,-3.684,0.006,-2.027,-2.096,-0.962,-3.172,-5.266,-4.724,0.166,-2.967,-2.339,-1.98,-1.465,-0.517,-3.323,-2.186
13415185603853742877.wav,165.948,78.204,958.917,0.089,male,100.399,-23.611,4.981,7.685,-6.955,2.628,-6.151,-9.884,-2.136,-3.597,-6.165,-1.266,0.704,-2.79,-1.46,-0.052,-1.613,-1.248,-1.215
10525572098598629437.wav,157.908,52.81,1026.614,0.089,female,82.045,-4.692,20.011,-5.943,0.177,-1.26,-6.715,-2.895,-0.127,-3.553,-3.993,2.393,-4.504,-0.236,-0.724,-3.622,1.092,-1.978,-2.403
Voice824.wav,213.619,70.147,844.682,0.068,female,81.287,-4.538,19.899,12.863,0.574,-4.325,-9.996,-7.178,-7.705,-4.794,-1.144,-2.022,-6.144,-5.781,-4.79,-5.589,-1.003,-1.622,-4.097
356686053836968959.wav,144.272,24.31,727.613,0.055,male,112.295,-4.42,18.808,-1.618,-2.968,3.918,-6.773,0.454,2.289,-0.326,-0.57,0.306,-1.357,-3.088,0.111,-1.735,-3.746,0.078,-0.574
Voice685.wav,209.469,48.578,775.369,0.055,female,103.075,-11.733,20.301,5.857,-13.839,-4.228,-5.258,-4.681,-4.63,-4.828,-4.318,-4.024,-5.404,-5.634,-3.349,-5.209,-5.679,-2.862,-2.002
13492996010994945844.wav,160.81,55.574,810.237,0.07,female,93.419,5.049,20.171,-7.288,-10.569,-0.129,-4.938,-1.677,1.17,-6.936,-2.366,1.562,-4.595,0.355,-2.053,-3.806,-0.627,-3.969,-2.878
15148488245887524964.wav,152.986,51.534,958.811,0.083,female,88.889,-5.796,24.438,-6.098,-1.196,-1.507,-5.931,-0.597,0.952,-1.381,-3.168,1.617,-4.867,-0.006,0.459,-3.057,0.501,-2.057,-1.694
15018914205022631350.wav,166.074,45.43,960.513,0.082,female,85.274,-3.488,25.28,-4.191,-6.968,1.465,-2.863,-4.001,0.717,-7.374,-3.944,-0.233,-6.75,1.103,-2.724,-3.647,0.502,-2.567,-1.469
5318163110045510208.wav,160.894,37.566,691.939,0.056,male,100.246,5.123,0.538,7.89,-2.343,-3.546,-2.141,-5.403,-1.308,0.432,-2.561,0.25,0.024,-1.449,-1.332,-3.825,-3.816,-2.207,-2.391
14898523194532561972.wav,192.857,49.185,900.67,0.077,female,98.289,-17.616,21.495,-0.724,-9.055,-1.137,-7.341,-4.082,-5.551,-5.235,-5.524,-0.822,1.022,-2.464,0.229,-1.122,-3.207,-2.626,-3.49
10181808339259168394.wav,160.496,59.412,948.994,0.093,male,98.691,-20.183,4.205,0.763,-10.675,0.709,-8.325,-9.682,-0.832,-0.196,-2.955,-1.498,0.669,-2.261,-1.164,0.57,-2.947,-2.076,0.462
5947260056813177781.wav,144.453,23.479,724.648,0.055,male,105.179,3.873,19.711,1.432,-2.156,2.136,-5.002,0.289,1.359,-1.734,-0.954,1.237,-2.476,-3.61,0.31,-1.249,-3.559,-0.503,-0.811
17776128099933902999.wav,207.259,51.522,1074.874,0.081,female,73.044,-3.607,20.136,-14.003,-13.696,-6.087,-7.193,-2.83,-1.439,-5.415,-5.302,-1.588,-6.596,-0.421,-1.412,-3.96,-2.381,-5.41,-2.708
1250808923599092292.wav,139.65,21.279,773.594,0.057,male,108.98,-8.323,30.31,-0.16,-1.337,2.304,-6.129,2.829,-3.675,0.576,2.058,-1.054,-0.168,-2.428,1.293,-1.09,-3.472,0.519,-2.244
Voice861.wav,193.716,59.086,709.949,0.055,female,92.506,3.503,23.048,12.34,-1.712,-6.068,-8.441,-0.211,-2.122,-3.456,-3.225,-7.246,-5.27,-0.882,-3.455,-6.117,-4.426,-3.998,-2.168
12356923120282576559.wav,200.398,62.582,987.109,0.083,female,88.8,-14.621,16.579,-2.681,-11.91,1.385,-3.511,-2.4,-1.138,-4.934,-0.763,-1.749,-7.078,-1.705,-2.797,-6.41,-3.158,-3.542,-3.176
15536766266912887974.wav,131.645,14.222,665.884,0.044,male,111.294,-7.018,32.812,12.368,-0.6,3.252,-7.398,-0.492,1.145,-0.485,0.806,1.875,0.682,-1.738,-0.958,-0.558,0.915,1.553,-0.357
10957289701944691057.wav,198.081,54.136,903.157,0.069,female,84.746,-4.835,13.474,-1.964,-3.732,-2.118,-5.378,-5.111,-0.906,-3.483,-4.33,-0.49,-4.627,-4.787,-6.061,-5.605,-3.966,-5.508,-3.799
4329733632615045114.wav,131.402,22.44,662.312,0.047,male,112.434,0.122,16.072,4.31,2.268,0.228,-5.454,2.414,1.164,0.891,-0.725,0.552,-0.229,-4.894,0.161,-0.261,-3.087,0.493,-1.307
9696216699231828822.wav,157.856,46.67,1009.458,0.087,female,86.854,-5.998,25.684,-4.487,-7.324,4.444,-3.063,-5.368,-1.113,-7.945,-3.558,1.909,-3.476,0.467,-2.535,-2.005,-0.353,-2.256,-1.288
16102772410650095536.wav,139.164,22.427,914.072,0.074,male,90.668,-3.825,35.923,7.67,-6.234,-2.013,-6.902,-0.678,-0.738,-1.335,-1.855,0.366,0.214,-3.672,-0.749,-1.566,-1.964,-0.044,-1.741
13180243561573999544.wav,165.267,60.449,917.979,0.076,female,95.376,-5.67,27.185,-3.676,-8.567,-2.402,-3.433,-2.544,1.011,-7.868,-5.137,3.156,-5.308,1.958,-1.958,-3.681,0.941,-2.646,-0.002
8416565961886151784.wav,170.161,57.972,980.475,0.103,male,89.645,-19.143,-6.139,3.645,-11.527,-6.127,-4.793,-7.608,-1.103,-0.208,-3.971,-0.921,0.115,-2.699,-1.859,-1.146,-1.293,-0.665,-1.374
16800405213980615242.wav,136.004,17.476,820.458,0.059,male,117.857,-15.407,23.888,-3.091,7.064,1.587,-7.664,4.846,-0.639,3.753,-1.277,-0.353,2.16,-3.584,0.253,-0.918,-2.406,0.728,-0.763
17904388511861922063.wav,167.591,71.897,954.925,0.092,male,99.026,-22.851,6.538,3.757,-12.476,-2.298,-6.608,-4.933,-1.173,-4.239,-2.817,-1.426,-2.178,-1.751,-0.488,-1.123,-2.221,-1.066,-0.345
17644500954179865317.wav,219.468,65.107,995.859,0.084,female,90.346,-16.859,19.914,-2.529,-12.973,4.335,-5.081,-7.315,-1.256,-3.797,-3.751,-2.693,-7.036,-4.113,-3.584,-6.893,-3.472,-4.169,-4.245
11621201368897218750.wav,215.222,66.818,855.623,0.067,female,89.04,-8.517,21.525,1.827,-10.858,-0.667,-6.176,-2.099,-2.689,-8.285,-1.478,-3.8,-8.233,-3.097,-5.098,-5.563,-4.143,-5.076,-3.202
Voice680.wav,206.608,58.94,884.687,0.067,female,86.627,-10.064,29.357,8.712,-5.902,-1.483,-8.647,-4.201,-1.826,-3.926,-3.664,-1.073,-5.655,-6.916,-3.978,-5.808,-3.318,-2.755,-4.55
18046417381817168322.wav,213.972,44.343,880.019,0.065,female,85.444,-7.764,13.01,3.518,-14.304,-4.791,-3.853,-6.975,-1.993,-3.362,-8.306,-3.278,-6.951,-10.139,-4.027,-5.403,-6.594,-4.918,-3.831
Voice681.wav,212.816,54.462,835.424,0.066,female,90.151,-7.412,18.962,10.958,-5.614,-5.078,-9.137,-6.013,-1.045,-4.307,-3.989,-1.989,-5.953,-4.882,-4.784,-7.581,-5.161,-4.683,-4.69
16846739905624841740.wav,219.671,46.775,841.658,0.061,female,91.869,-13.758,17.9,8.274,-14.639,-6.878,-10.894,-14.452,-4.529,-6.033,-10.353,-0.259,-3.927,-7.559,-1.446,-5.389,-6.288,-5.709,-7.11
Voice549.wav,211.491,68.868,988.505,0.08,female,93.105,-23.825,27.654,5.638,-3.695,-2.48,-5.52,-3.759,-1.456,-3.387,-3.352,-2.544,-10.199,-3.821,-5.484,-6.883,0.16,-1.392,-2.023
Voice730.wav,186.943,57.567,775.39,0.053,female,93.635,-2.189,20.064,18.561,4.479,-2.956,-4.868,-4.252,-3.154,2.02,0.749,-0.414,-4.8,-6.492,-2.554,-3.161,-2.905,-3.059,-2.252
17626128953126299277.wav,208.266,60.7,1004.544,0.073,female,73.476,-1.864,19.735,-10.87,-11.717,-8.872,-10.968,-1.878,-1.374,-3.884,-3.774,-1.376,-5.723,-1.532,-1.124,-4.992,-3.272,-6.141,-4.116
7107265926588750475.wav,138.758,20.603,882.322,0.071,male,95.801,-3.274,33.127,6.964,2.377,-4.76,-6.866,1.092,-1.838,2.009,0.104,-1.056,2.078,-3.079,-0.161,-0.293,-3.89,-0.253,-1.859
13434444691507205679.wav,208.282,46.875,1017.835,0.079,female,81.513,-5.596,15.333,-13.365,-13.429,-5.672,-6.648,-0.636,-0.693,-4.354,-4.768,-1.798,-5.204,-3.254,-2.957,-3.688,-2.54,-5.248,-3.28
Voice695.wav,197.829,42.282,757.813,0.054,female,107.116,-11.086,18.947,10.171,-8.273,-1.488,-8.339,-4.794,1.968,-5.585,-3.641,-0.499,-7.671,-3.901,-2.634,-8.13,-4.354,-3.607,-5.413
12905696818716946409.wav,158.412,42.034,1085.027,0.09,female,84.243,-5.587,33.194,-4.678,-9.209,-2.471,0.55,-5.031,0.877,-5.175,-4.213,3.608,-8.828,2.069,-0.451,-4.363,0.758,-2.796,-0.286
17835160683448638756.wav,211.469,53.435,956.243,0.079,female,98.826,-20.736,19.596,1.861,-13.563,-2.23,-4.553,-1.28,-4.059,-5.366,-0.277,-4.304,-6.742,-2.4,-4.722,-5.428,-2.977,-4.404,-3.562
Voice770.wav,204.724,58.717,797.466,0.055,female,94.207,-7.099,22.15,6.321,2.832,3.138,-7.468,-6.046,-3.873,-4.69,-4.484,-0.374,-4.695,-3.607,-3.451,-7.551,-2.526,-3.326,-5.062
1528641753377186840.wav,179.352,71.272,866.535,0.087,male,97.448,-13.443,-4.474,3.908,-10.951,-4.736,-5.723,-9.409,-1.623,-1.436,-4.147,-1.047,-1.469,-2.713,-1.08,-1.644,-2.017,-0.458,-0.503
12052876790571984266.wav,212.102,58.887,1008.353,0.082,female,85.251,-19.941,15.404,0.945,-11.118,-4.814,-9.367,-5.174,-4.284,-7.524,-3.331,-1.132,-5.833,-2.824,-2.727,-6.21,-3.865,-3.437,-5.237
10082731827601202520.wav,205.567,47.35,904.518,0.072,female,81.627,-2.225,14.978,-2.637,-13.436,-1.356,-6.252,-6.058,-0.822,-4.656,-3.429,-1.519,-6.303,-3.04,-2.677,-5.661,-3.998,-4.731,-2.868
9907918459747269081.wav,162.699,32.987,786.043,0.07,male,103.942,-5.509,8.027,9.054,-6.817,-1.227,-0.878,-4.797,-0.704,-0.325,-3.909,1.856,1.864,-4.396,-1.113,-0.895,-4.174,-2.468,-3.889
17024649851360581095.wav,170.202,72.653,887.754,0.085,male,98.461,-16.3,-0.029,7.623,-12.939,-4.834,-2.695,-7.35,-1.282,-1.451,-4.675,-2.023,-1.673,-3.539,-2.007,-0.507,-0.94,-0.346,0.032
11158184505627262619.wav,145.671,36.317,923.349,0.079,male,91.995,-10.486,13.417,8.108,-8.723,-0.292,-1.514,-4.074,-0.353,0.85,-1.93,2.26,3.047,-3.806,-0.812,0.131,-3.296,-1.871,-3.1
6162359547223932744.wav,157.803,36.082,770.71,0.069,male,108.056,-4.592,4.225,6.531,-7.61,-1.193,-0.693,-4.875,-0.594,1.953,-1.517,0.411,1.912,-1.255,-0.773,-1.501,-2.409,-0.957,-3.489
1105060885442917238.wav,144.256,42.698,818.546,0.081,male,103.339,-10.784,-4.295,7.575,-6.415,-2.957,-3.515,-7.299,-1.716,-1.123,-4.137,-1.831,0.263,-1.468,-1.614,0.028,-0.479,-0.703,0.117
3219245094498708535.wav,167.416,62.894,830.598,0.08,male,98.113,-7.571,0.389,4.551,-10.573,-4.509,-4.9,-10.651,-2.073,1.407,-4.37,-1.007,0.793,-3.252,-2.094,-1.338,-1.776,-0.368,-0.963
12157174311102705688.wav,151.585,20.171,646.523,0.044,male,100.936,6.545,26.292,11.78,-3.728,-1.299,-5.597,-0.796,3.313,-1.337,-5.399,-0.475,-1.069,-4.073,-0.293,-1.553,-0.089,0.966,-3.495
5590340251605565789.wav,146.849,20.021,656.949,0.043,male,98.804,5.585,28.063,11.185,-1.276,2.235,-9.171,-2.558,6.302,-2.074,-4.923,3.055,-1.192,-5.448,1.086,-0.118,-0.32,1.255,-2.732
17371745167594835611.wav,201.951,47.279,968.348,0.078,female,73.552,5.861,16.112,-7.942,-14.033,-7.141,-8.863,-2.905,0.243,-5.684,-3.102,-0.983,-3.808,-0.546,-3.94,-4.075,-2.852,-5.417,-2.907
4201457306416085281.wav,137.951,53.921,975.473,0.088,male,85.706,-5.777,15.807,-1.494,-5.911,2.581,-3.041,-4.677,-2.495,1.248,-1.677,-0.024,1.985,-2.245,0.088,0.082,-2.117,0.201,0.76
17249409234666089024.wav,149.428,51.517,1141.027,0.097,female,70.725,-3.285,31.499,-3.073,-8.259,3.002,1.564,-6.764,-0.375,-6.074,-3.632,2.949,-6.6,0.949,-2.499,-3.573,2.97,-2.881,-0.36
9005230444272987926.wav,135.493,22.733,775.203,0.058,male,107.569,-11.239,33.193,9.096,-0.258,0.41,-6.663,1.274,1.297,1.247,-1.532,0.562,1.37,-1.694,-0.192,0.401,0.925,1.574,-1.434
Voice713.wav,199.44,51.927,882.485,0.066,female,93.171,-15.369,22.949,10.503,3.115,0.045,-9.23,-2.11,-2.927,-3.455,-0.295,-1.717,-7.133,-5.253,-1.859,-4.368,-3.448,-3.821,-4.319
Voice41.wav,192.727,57.679,1210.255,0.091,female,78.612,-23.133,31.471,1.601,-0.65,4.401,-7.447,1.298,-3.141,-8.272,-4.185,-1.027,-3.983,-4.099,-1.913,-4.522,-3.895,-3.977,-4.594
5009071485259875835.wav,140.241,25.284,663.929,0.051,male,114.135,-2.336,15.079,5.146,-2.841,0.987,-3.137,1.609,0.08,-2.49,-0.653,1.123,-0.596,-1.774,0.899,-1.831,-4.291,-1.297,-0.986
14614225635145020678.wav,132.149,17.784,630.365,0.041,male,120.091,-3.488,19.973,9.052,-2.126,2.818,-5.188,0.909,3.59,0.727,-0.235,0.85,0.821,-3.239,-0.145,0.07,-3.487,0.058,-0.363
12426480743315592230.wav,160.619,47.846,1046.075,0.09,female,87.236,-11.297,26.767,-5.183,-6.281,-1.753,1.241,-3.807,1.09,-4.4,-7.396,2.273,-5.351,0.118,-1.55,-3.628,0.631,-1.758,-1.517
13861235654098604901.wav,168.753,60.302,1043.271,0.101,male,83.998,-17.687,9.799,-1.629,-11.948,1.451,-6.691,-7.858,-3.282,-1.867,-1.871,-2.077,-0.782,-2.122,-0.695,-0.586,-2.913,-1.287,-0.728
6106965350009134334.wav,154.551,39.494,719.048,0.06,male,95.392,6.494,8.348,3.201,-3.048,0.207,-3.289,-4.554,-1.707,0.315,-3.469,-1.783,1.712,-2.493,-1.586,-0.193,-3.325,-1.554,-0.875
2360116485899421066.wav,156.353,28.623,739.645,0.052,male,94.728,3.361,27.342,7.457,-2.215,2.29,-9.84,-2.429,4.651,-2.578,-5.539,-0.532,-1.011,-5.167,-1.154,0.981,-0.606,0.763,-1.84
11126974490577025856.wav,215.587,48.42,847.369,0.066,female,93.677,-14.997,15.203,7.306,-14.744,-8.515,-12.342,-12.04,-4.31,-7.145,-8.395,-0.954,-3.611,-6.432,-3.033,-4.563,-6.474,-6.833,-5.091
14583722329818364994.wav,159.42,48.525,846.042,0.075,male,91.836,-4.822,4.523,8.664,-4.492,-2.163,-1.781,-4.51,-0.032,-0.478,-5.47,-0.277,2.663,-3.0,-3.067,-0.923,-2.899,-3.317,-2.376
Voice926.wav,201.746,66.98,848.16,0.055,female,86.428,-9.403,23.591,10.406,0.931,3.946,-3.107,-1.232,-2.217,-5.37,-4.376,-3.485,-6.249,-4.352,-5.076,-6.728,-3.228,-4.645,-2.149
15370692097347760534.wav,150.576,15.104,731.642,0.057,male,99.78,-0.5,29.852,11.5,-5.375,-2.327,-4.8,-0.426,1.395,-2.084,-4.313,1.538,0.079,-2.502,0.95,-2.24,-0.717,1.858,-2.026
10058853017225946748.wav,219.015,55.585,939.808,0.073,female,97.971,-22.427,18.377,3.767,-12.128,-1.068,-6.226,-2.68,-3.011,-7.415,-2.407,-3.099,-7.965,-5.644,-4.43,-5.791,-5.347,-4.665,-3.732
17277035724729545288.wav,140.005,24.398,944.238,0.079,male,86.601,0.998,27.124,0.731,-4.49,1.293,-4.246,-0.744,-0.499,-1.435,-1.008,0.383,-1.009,-1.255,-0.494,-3.268,-2.836,-0.91,-1.187
8733294740564212799.wav,161.879,47.557,863.691,0.078,male,92.122,-5.575,4.96,9.417,-4.082,-2.948,-0.397,-2.483,-3.517,-0.618,-0.163,0.219,0.422,-1.702,-0.514,-0.895,-3.516,-1.699,-2.158
Voice950.wav,208.73,68.489,856.666,0.06,female,90.721,-11.981,24.496,9.375,-2.703,-2.463,-9.822,-2.926,-3.873,-6.976,-5.283,-2.389,-2.025,-5.165,-5.371,-6.208,-6.184,-4.003,-2.908
10314204991073441584.wav,156.171,32.628,774.927,0.065,male,107.722,-5.135,3.485,9.432,-3.753,-1.545,-0.941,-5.258,-2.473,0.846,-0.137,1.55,0.843,-1.864,0.083,0.153,-2.791,-2.229,-2.784
Voice676.wav,209.072,53.807,868.855,0.072,female,97.415,-14.925,16.765,8.829,-6.171,-2.544,-8.809,-4.782,-0.028,-3.591,-2.682,-0.63,-6.404,-7.147,-2.526,-3.644,-4.762,-5.133,-6.622
4001122636422133851.wav,160.117,46.797,812.868,0.072,male,90.845,-3.824,8.049,9.312,-8.438,-1.296,-0.106,-8.668,-4.212,1.126,-1.81,-1.132,0.76,-0.534,-1.7,-2.975,-3.178,-2.17,-1.474
